client id	R	F	M	RFM Score	cluster id
10379	1	1	1	3	3
10390	4	1	3	8	4
10395	3	1	3	7	4
10397	3	1	4	8	4
10399	5	5	4	14	2
10401	5	1	1	7	4
10404	1	1	3	5	3
10408	1	1	3	5	3
10409	1	1	1	3	3
10412	5	5	5	15	2
10423	3	4	4	11	1
10427	3	1	3	7	4
10429	3	1	3	7	4
10432	5	5	5	15	2
10443	1	1	3	5	3
10446	5	5	5	15	2
10447	5	5	4	14	2
10455	1	4	5	10	1
10456	4	4	4	12	2
10460	3	1	4	8	4
10466	1	1	1	3	3
10468	5	5	4	14	2
10469	3	4	4	11	1
10471	4	5	5	14	2
10472	3	4	5	12	1
10473	4	4	5	13	2
10475	5	5	5	15	2
10479	5	1	3	9	4
10481	3	1	4	8	4
10488	1	1	1	3	3
10489	3	1	3	7	4
10495	5	4	3	12	2
10499	3	4	1	8	1
10501	1	1	1	3	3
10510	3	1	1	5	4
10513	1	4	3	8	1
10515	4	5	5	14	2
10516	5	5	5	15	2
10518	3	5	5	13	2
10520	1	1	1	3	3
10521	3	1	1	5	4
10523	5	1	1	7	4
10526	5	1	1	7	4
10529	3	4	4	11	1
10530	3	5	5	13	2
10533	4	5	5	14	2
10534	1	1	1	3	3
10536	1	5	5	11	1
10539	4	1	1	6	4
10542	4	1	1	6	4
10544	4	5	5	14	2
10546	4	5	4	13	2
10547	1	4	4	9	1
10549	5	5	4	14	2
10550	3	5	5	13	2
10551	1	5	3	9	1
10560	4	5	5	14	2
10562	3	1	1	5	4
10567	1	1	3	5	3
10572	5	4	3	12	2
10576	3	1	4	8	4
10579	4	1	1	6	4
10581	5	1	1	7	4
10586	5	1	5	11	4
10588	5	5	5	15	2
10594	3	1	1	5	4
10600	5	5	5	15	2
10601	5	1	1	7	4
10603	4	5	5	14	2
10605	1	1	3	5	3
10606	1	1	1	3	3
10609	5	5	5	15	2
10613	4	5	5	14	2
10620	5	1	4	10	4
10621	3	1	5	9	4
10622	3	5	5	13	2
10623	1	1	1	3	3
10626	5	1	1	7	4
10628	4	1	1	6	4
10630	1	1	1	3	3
10635	3	1	3	7	4
10639	5	5	5	15	2
10640	3	4	3	10	1
10644	1	1	4	6	3
10645	1	1	1	3	3
10650	4	1	3	8	4
10654	5	5	5	15	2
10655	1	1	1	3	3
10661	3	4	1	8	1
10662	3	1	3	7	4
10671	5	5	4	14	2
10678	5	5	4	14	2
10687	3	1	3	7	4
10689	4	5	4	13	2
10692	5	5	3	13	2
10696	1	1	1	3	3
10698	3	1	3	7	4
10699	1	4	4	9	1
10702	4	4	3	11	1
10703	5	5	5	15	2
10712	3	1	1	5	4
10713	3	1	1	5	4
10719	4	5	5	14	2
10720	3	4	3	10	1
10734	1	1	1	3	3
10735	3	1	4	8	4
10737	5	5	3	13	2
10738	1	4	3	8	1
10739	3	5	4	12	1
10740	5	1	3	9	4
10744	5	5	5	15	2
10755	4	4	3	11	1
10761	4	1	1	6	4
10763	1	1	1	3	3
10767	4	1	1	6	4
10768	4	5	5	14	2
10769	1	1	3	5	3
10770	4	5	3	12	1
10774	5	5	4	14	2
10776	4	1	1	6	4
10793	5	1	1	7	4
10795	3	1	1	5	4
10797	5	5	4	14	2
10800	5	5	4	14	2
10806	4	1	3	8	4
10809	4	1	1	6	4
10810	3	1	1	5	4
10811	4	5	4	13	2
10812	3	1	1	5	4
10813	4	1	3	8	4
10814	5	5	4	14	2
10819	3	1	1	5	4
10820	5	5	5	15	2
10822	4	5	4	13	2
10823	4	5	5	14	2
10824	1	1	1	3	3
10828	3	4	4	11	1
10831	3	1	1	5	4
10832	5	4	3	12	2
10836	5	1	1	7	4
10837	1	1	3	5	3
10838	4	5	3	12	1
10840	1	1	4	6	3
10847	5	1	3	9	4
10855	3	5	5	13	2
10857	3	1	1	5	4
10858	4	5	4	13	2
10860	3	1	1	5	4
10863	3	5	4	12	1
10864	4	5	3	12	1
10870	1	4	3	8	1
10874	3	1	1	5	4
10879	5	5	5	15	2
10880	1	1	1	3	3
10882	1	4	4	9	1
10887	5	5	5	15	2
10888	4	1	1	6	4
10892	5	5	4	14	2
10893	5	5	5	15	2
10902	5	5	5	15	2
10903	4	5	3	12	1
10904	5	5	4	14	2
10908	4	4	3	11	1
10924	4	5	5	14	2
10930	5	1	1	7	4
10942	1	1	5	7	3
10947	3	5	4	12	1
10950	5	4	4	13	2
10951	3	5	4	12	1
10954	5	5	5	15	2
10958	5	1	1	7	4
10959	5	1	3	9	4
10964	4	1	4	9	4
10965	5	5	4	14	2
10967	1	1	1	3	3
10969	4	5	5	14	2
10972	5	1	1	7	4
10973	1	1	4	6	3
10974	1	4	4	9	1
10977	5	5	5	15	2
10978	1	1	1	3	3
10979	5	1	1	7	4
10983	5	5	4	14	2
10984	5	5	5	15	2
10988	5	1	1	7	4
10992	4	5	5	14	2
10996	4	5	4	13	2
10997	1	1	1	3	3
10998	5	1	4	10	4
11003	4	5	3	12	1
11004	4	5	5	14	2
11006	3	5	5	13	2
11007	1	1	3	5	3
11011	3	1	1	5	4
11012	5	4	4	13	2
11013	5	5	3	13	2
11016	3	4	5	12	1
11017	4	5	5	14	2
11021	5	5	5	15	2
11023	3	4	3	10	1
11024	5	5	5	15	2
11033	1	4	5	10	1
11035	1	1	1	3	3
11039	5	4	5	14	2
11044	3	4	4	11	1
11045	1	4	4	9	1
11055	5	5	5	15	2
11063	3	5	4	12	1
11066	5	5	5	15	2
11069	5	5	5	15	2
11070	5	1	3	9	4
11076	5	4	3	12	2
11077	4	1	1	6	4
11086	4	4	3	11	1
11088	4	1	3	8	4
11090	1	1	1	3	3
11093	3	1	1	5	4
11096	1	1	3	5	3
11097	4	4	4	12	2
11098	3	4	1	8	1
11104	4	5	4	13	2
11106	1	5	5	11	1
11107	3	1	4	8	4
11109	4	5	5	14	2
11113	1	1	1	3	3
11118	3	1	3	7	4
11119	4	1	1	6	4
11121	4	4	4	12	2
11127	5	1	3	9	4
11129	4	4	1	9	1
11130	3	1	3	7	4
11134	5	1	3	9	4
11139	5	4	3	12	2
11140	3	1	1	5	4
11143	3	1	4	8	4
11146	3	4	4	11	1
11149	1	1	1	3	3
11154	3	5	5	13	2
11155	5	5	4	14	2
11159	5	5	5	15	2
11160	4	1	1	6	4
11164	1	1	1	3	3
11171	4	5	4	13	2
11172	1	4	1	6	1
11174	5	5	3	13	2
11175	4	4	3	11	1
11177	1	4	3	8	1
11179	3	4	1	8	1
11180	1	1	3	5	3
11183	3	4	4	11	1
11190	4	4	5	13	2
11191	3	4	3	10	1
11199	5	4	4	13	2
11203	4	1	1	6	4
11209	1	1	4	6	3
11211	1	4	3	8	1
11212	3	1	3	7	4
11213	3	5	5	13	2
11214	3	1	3	7	4
11215	3	1	1	5	4
11222	3	5	5	13	2
11225	5	5	5	15	2
11227	4	1	1	6	4
11231	1	1	3	5	3
11235	5	5	5	15	2
11241	1	1	1	3	3
11242	3	1	4	8	4
11246	4	1	3	8	4
11247	3	4	4	11	1
11249	4	5	5	14	2
11251	4	5	5	14	2
11262	5	5	3	13	2
11269	4	4	4	12	2
11272	5	5	4	14	2
11275	5	1	1	7	4
11279	5	5	5	15	2
11283	1	1	3	5	3
11285	5	5	4	14	2
11288	5	5	5	15	2
11289	3	1	3	7	4
11292	5	5	5	15	2
11296	5	5	5	15	2
11298	5	5	5	15	2
11300	1	1	3	5	3
11303	3	1	1	5	4
11306	4	5	3	12	1
11308	1	1	1	3	3
11311	4	4	5	13	2
11312	1	1	3	5	3
11317	3	1	4	8	4
11324	5	1	4	10	4
11326	4	5	5	14	2
11336	5	4	4	13	2
11340	5	5	3	13	2
11341	4	5	5	14	2
11346	4	1	4	9	4
11347	4	1	1	6	4
11354	1	1	1	3	3
11356	4	1	1	6	4
11364	3	5	5	13	2
11365	1	1	1	3	3
11369	4	5	5	14	2
11371	4	5	5	14	2
11376	5	1	1	7	4
11378	1	4	4	9	1
11382	4	5	4	13	2
11387	1	1	1	3	3
11390	4	1	3	8	4
11396	3	5	5	13	2
11398	5	4	4	13	2
11404	4	5	4	13	2
11409	5	4	3	12	2
11410	3	4	5	12	1
11417	4	1	1	6	4
11419	3	1	1	5	4
11420	1	1	4	6	3
11421	5	5	5	15	2
11422	5	5	4	14	2
11424	5	4	3	12	2
11425	3	5	4	12	1
11431	3	4	4	11	1
11447	1	1	1	3	3
11462	5	5	5	15	2
11463	1	1	5	7	3
11464	3	1	1	5	4
11466	3	4	3	10	1
11467	1	1	1	3	3
11471	5	5	4	14	2
11474	3	1	1	5	4
11475	5	5	5	15	2
11481	4	5	3	12	1
11482	5	4	5	14	2
11483	4	5	5	14	2
11487	5	1	3	9	4
11488	5	1	3	9	4
11490	1	1	1	3	3
11494	5	5	5	15	2
11499	4	5	4	13	2
11501	4	4	5	13	2
11502	4	5	5	14	2
11508	3	4	4	11	1
11513	4	5	5	14	2
11515	5	5	4	14	2
11516	1	1	4	6	3
11519	5	5	5	15	2
11521	4	4	3	11	1
11524	4	5	5	14	2
11527	5	5	5	15	2
11529	4	4	3	11	1
11530	4	1	4	9	4
11531	3	1	4	8	4
11532	3	1	3	7	4
11533	4	4	4	12	2
11536	5	5	5	15	2
11537	5	5	4	14	2
11538	5	5	4	14	2
11543	5	5	5	15	2
11545	3	1	1	5	4
11546	3	4	4	11	1
11550	1	1	3	5	3
11554	5	1	1	7	4
11555	1	1	1	3	3
11556	4	4	1	9	1
11558	1	1	1	3	3
11559	5	5	5	15	2
11563	3	1	1	5	4
11567	5	4	1	10	1
11569	5	5	5	15	2
11571	1	1	1	3	3
11572	5	5	5	15	2
11574	5	5	4	14	2
11580	1	1	1	3	3
11584	4	5	5	14	2
11586	4	5	5	14	2
11589	1	1	3	5	3
11601	3	1	3	7	4
11603	5	5	5	15	2
11604	5	5	4	14	2
11605	4	4	4	12	2
11609	5	4	3	12	2
11610	5	5	5	15	2
11617	1	1	1	3	3
11619	5	1	1	7	4
11624	5	5	4	14	2
11627	4	1	3	8	4
11628	5	5	5	15	2
11629	5	5	4	14	2
11630	4	5	5	14	2
11633	3	1	3	7	4
11635	4	5	4	13	2
11637	1	1	3	5	3
11641	1	1	1	3	3
11644	4	5	4	13	2
11651	4	4	4	12	2
11652	4	5	5	14	2
11656	5	4	4	13	2
11661	1	1	3	5	3
11664	5	1	1	7	4
11668	4	1	1	6	4
11669	5	5	4	14	2
11675	3	4	5	12	1
11676	5	4	3	12	2
11677	1	1	4	6	3
11682	3	5	5	13	2
11683	5	5	4	14	2
11685	4	5	5	14	2
11687	4	1	4	9	4
11689	1	1	1	3	3
11690	3	5	5	13	2
11693	5	5	5	15	2
11697	5	5	4	14	2
11704	4	1	3	8	4
11707	4	1	3	8	4
11710	5	4	3	12	2
11711	4	5	4	13	2
11713	4	4	3	11	1
11714	5	1	3	9	4
11717	3	5	4	12	1
11720	5	5	4	14	2
11725	1	1	1	3	3
11729	5	5	4	14	2
11734	4	1	3	8	4
11737	3	1	1	5	4
11740	4	5	5	14	2
11741	1	4	3	8	1
11747	5	4	4	13	2
11748	4	1	3	8	4
11749	5	5	5	15	2
11753	5	1	3	9	4
11756	5	5	5	15	2
11757	1	1	3	5	3
11758	5	1	1	7	4
11759	3	5	5	13	2
11763	3	5	4	12	1
11771	5	5	5	15	2
11772	3	5	4	12	1
11777	1	1	4	6	3
11779	3	1	1	5	4
11781	3	1	3	7	4
11783	3	4	4	11	1
11784	1	4	3	8	1
11790	1	4	3	8	1
11794	4	4	4	12	2
11796	5	1	1	7	4
11798	1	1	3	5	3
11799	1	4	5	10	1
11801	1	1	3	5	3
11803	3	5	5	13	2
11805	5	5	5	15	2
11808	4	5	4	13	2
11809	5	5	4	14	2
11810	1	1	1	3	3
11812	4	5	4	13	2
11814	3	5	5	13	2
11816	1	1	1	3	3
11821	4	5	3	12	1
11822	4	1	1	6	4
11823	5	5	5	15	2
11824	5	5	3	13	2
11826	4	5	4	13	2
11827	5	5	5	15	2
11829	1	1	3	5	3
11831	1	1	3	5	3
11832	4	5	5	14	2
11836	5	1	1	7	4
11837	5	4	3	12	2
11838	3	4	3	10	1
11839	3	5	5	13	2
11840	4	4	4	12	2
11845	5	4	3	12	2
11847	3	5	4	12	1
11853	1	4	3	8	1
11860	5	5	4	14	2
11876	1	5	4	10	1
11885	5	5	5	15	2
11887	5	5	5	15	2
11889	3	1	3	7	4
11894	1	4	4	9	1
11903	5	5	4	14	2
11905	4	5	5	14	2
11906	3	1	1	5	4
11909	5	5	4	14	2
11911	3	4	3	10	1
11915	4	5	4	13	2
11918	5	4	5	14	2
11919	3	4	4	11	1
11921	1	1	3	5	3
11925	5	5	4	14	2
11934	5	5	4	14	2
11938	5	5	5	15	2
11942	3	5	3	11	1
11945	5	4	4	13	2
11947	1	4	4	9	1
11951	3	1	1	5	4
11957	4	4	3	11	1
11959	3	1	3	7	4
11962	3	1	1	5	4
11964	3	4	3	10	1
11967	4	4	3	11	1
11975	3	1	1	5	4
11977	5	1	1	7	4
11981	4	5	5	14	2
11983	5	1	3	9	4
11986	4	5	4	13	2
11988	4	5	3	12	1
11994	3	1	3	7	4
11995	5	5	5	15	2
12000	4	1	4	9	4
12002	5	5	4	14	2
12005	5	1	1	7	4
12006	1	4	4	9	1
12007	5	4	4	13	2
12008	4	4	1	9	1
12012	1	4	5	10	1
12015	1	1	1	3	3
12016	4	5	3	12	1
12022	5	5	4	14	2
12024	3	5	5	13	2
12028	3	1	1	5	4
12030	4	5	4	13	2
12031	4	4	3	11	1
12034	5	5	5	15	2
12043	4	4	4	12	2
12046	5	5	4	14	2
12047	3	4	4	11	1
12048	5	5	5	15	2
12050	5	5	4	14	2
12053	5	4	3	12	2
12056	4	5	5	14	2
12058	1	1	5	7	3
12060	5	5	5	15	2
12063	4	1	1	6	4
12068	5	1	3	9	4
12072	5	5	5	15	2
12077	1	4	3	8	1
12081	3	5	4	12	1
12082	5	5	5	15	2
12089	5	5	4	14	2
12092	4	4	3	11	1
12093	3	1	3	7	4
12096	1	1	3	5	3
12097	5	5	4	14	2
12098	5	5	5	15	2
12102	5	5	5	15	2
12104	1	4	3	8	1
12108	5	5	5	15	2
12112	4	1	1	6	4
12119	1	1	4	6	3
12120	4	4	4	12	2
12123	3	1	1	5	4
12127	5	5	5	15	2
12128	5	5	4	14	2
12138	3	4	4	11	1
12139	3	5	4	12	1
12141	4	4	4	12	2
12148	4	4	4	12	2
12149	4	1	4	9	4
12152	5	5	4	14	2
12154	5	5	5	15	2
12155	1	1	1	3	3
12160	3	1	1	5	4
12164	3	4	4	11	1
12165	1	1	3	5	3
12167	1	1	1	3	3
12168	1	1	3	5	3
12175	1	4	4	9	1
12176	4	4	1	9	1
12182	4	4	1	9	1
12183	3	4	3	10	1
12184	5	5	5	15	2
12185	1	1	1	3	3
12188	5	5	4	14	2
12189	5	5	3	13	2
12191	3	5	5	13	2
12194	3	1	3	7	4
12196	3	4	4	11	1
12199	1	1	1	3	3
12204	5	5	5	15	2
12207	4	5	5	14	2
12215	3	1	4	8	4
12217	3	4	4	11	1
12219	3	4	1	8	1
12221	5	5	4	14	2
12223	4	1	1	6	4
12224	1	1	3	5	3
12228	5	5	4	14	2
12230	1	4	4	9	1
12231	3	1	1	5	4
12235	4	1	3	8	4
12238	4	5	5	14	2
12239	3	1	1	5	4
12241	5	5	4	14	2
12242	5	5	5	15	2
12253	3	1	1	5	4
12254	4	5	4	13	2
12256	1	1	3	5	3
12257	3	1	1	5	4
12260	4	1	1	6	4
12261	3	4	1	8	1
12263	3	1	5	9	4
12270	5	4	4	13	2
12272	5	5	5	15	2
12278	1	1	1	3	3
12280	4	1	3	8	4
12285	4	1	3	8	4
12286	1	1	3	5	3
12287	5	4	4	13	2
12291	3	1	3	7	4
12293	1	1	3	5	3
12295	5	5	5	15	2
12297	4	1	1	6	4
12298	1	1	3	5	3
12301	3	1	3	7	4
12303	1	1	3	5	3
12310	5	5	5	15	2
12311	3	1	1	5	4
12315	1	1	5	7	3
12316	5	5	3	13	2
12320	1	1	4	6	3
12322	5	5	4	14	2
12323	4	4	4	12	2
12331	5	5	4	14	2
12333	1	1	1	3	3
12334	1	1	3	5	3
12336	5	5	5	15	2
12338	5	4	4	13	2
12344	5	4	3	12	2
12352	5	5	5	15	2
12353	3	5	4	12	1
12354	4	5	4	13	2
12356	3	4	3	10	1
12357	5	4	3	12	2
12358	4	4	1	9	1
12360	5	4	4	13	2
12367	5	5	5	15	2
12368	3	1	3	7	4
12370	1	4	3	8	1
12373	3	5	4	12	1
12381	4	1	3	8	4
12385	3	1	1	5	4
12389	4	4	3	11	1
12399	5	5	4	14	2
12400	5	5	5	15	2
12401	4	1	1	6	4
12415	3	1	1	5	4
12419	4	5	4	13	2
12426	1	1	3	5	3
12430	4	4	4	12	2
12433	5	1	3	9	4
12435	5	5	5	15	2
12436	1	1	3	5	3
12439	1	1	1	3	3
12441	3	1	1	5	4
12445	3	4	4	11	1
12453	5	5	5	15	2
12454	4	1	1	6	4
12455	5	5	5	15	2
12456	1	4	4	9	1
12457	4	5	5	14	2
12462	3	1	3	7	4
12466	3	1	3	7	4
12467	3	5	3	11	1
12471	4	5	5	14	2
12472	5	5	4	14	2
12474	5	5	4	14	2
12476	5	5	5	15	2
12477	4	1	1	6	4
12479	1	1	1	3	3
12480	4	5	4	13	2
12481	1	4	3	8	1
12482	3	5	5	13	2
12483	5	5	5	15	2
12488	3	4	1	8	1
12489	5	5	5	15	2
12493	3	4	5	12	1
12496	3	4	3	10	1
12498	5	1	1	7	4
12500	3	1	3	7	4
12501	1	1	1	3	3
12502	4	5	5	14	2
12503	3	1	1	5	4
12507	3	5	4	12	1
12509	3	4	4	11	1
12514	3	1	1	5	4
12515	4	1	3	8	4
12521	4	4	4	12	2
12523	5	5	5	15	2
12528	5	4	3	12	2
12530	4	5	4	13	2
12531	5	1	1	7	4
12534	5	5	4	14	2
12537	5	1	4	10	4
12538	4	5	5	14	2
12544	3	1	3	7	4
12546	3	1	1	5	4
12547	3	5	4	12	1
12548	5	5	5	15	2
12552	5	5	4	14	2
12553	4	5	5	14	2
12556	5	4	4	13	2
12557	3	1	3	7	4
12561	5	4	3	12	2
12562	4	5	5	14	2
12563	3	1	1	5	4
12566	4	4	4	12	2
12567	5	4	4	13	2
12568	5	5	5	15	2
12571	4	5	5	14	2
12577	3	1	1	5	4
12579	4	5	5	14	2
12580	4	1	1	6	4
12582	1	1	3	5	3
12591	4	5	5	14	2
12593	4	4	4	12	2
12594	3	4	3	10	1
12595	4	4	4	12	2
12598	1	4	4	9	1
12600	4	5	5	14	2
12601	5	5	5	15	2
12605	4	1	1	6	4
12611	4	1	1	6	4
12613	3	1	4	8	4
12617	4	4	3	11	1
12619	1	1	1	3	3
12624	3	4	3	10	1
12625	1	4	3	8	1
12631	1	4	5	10	1
12635	1	4	4	9	1
12637	3	5	5	13	2
12638	3	1	3	7	4
12648	1	1	1	3	3
12649	5	5	5	15	2
12657	5	5	4	14	2
12660	5	5	3	13	2
12665	3	1	4	8	4
12667	4	5	5	14	2
12669	3	1	1	5	4
12670	3	4	3	10	1
12671	4	5	5	14	2
12679	1	1	1	3	3
12681	5	5	4	14	2
12685	5	1	1	7	4
12692	4	4	3	11	1
12693	5	1	3	9	4
12704	1	1	3	5	3
12705	4	1	1	6	4
12707	4	1	1	6	4
12709	4	5	5	14	2
12710	3	4	3	10	1
12713	1	1	1	3	3
12715	1	1	1	3	3
12719	1	1	4	6	3
12720	4	4	4	12	2
12721	3	4	3	10	1
12726	3	5	4	12	1
12728	3	1	1	5	4
12729	4	1	1	6	4
12730	4	1	1	6	4
12731	4	5	1	10	1
12737	3	1	3	7	4
12746	5	5	5	15	2
12747	3	5	5	13	2
12750	5	5	5	15	2
12751	5	5	4	14	2
12759	3	4	1	8	1
12763	3	1	3	7	4
12764	4	1	3	8	4
12766	4	1	3	8	4
12772	3	4	4	11	1
12774	1	1	3	5	3
12778	3	1	3	7	4
12782	3	5	3	11	1
12783	5	5	5	15	2
12785	5	5	4	14	2
12795	4	4	3	11	1
12797	1	1	1	3	3
12798	5	5	5	15	2
12804	5	5	4	14	2
12806	5	5	5	15	2
12807	3	5	5	13	2
12813	3	1	1	5	4
12816	5	1	5	11	4
12818	3	5	3	11	1
12820	1	1	3	5	3
12826	3	1	1	5	4
12827	3	5	4	12	1
12838	5	5	5	15	2
12839	1	1	1	3	3
12840	1	1	1	3	3
12842	3	5	5	13	2
12843	5	5	5	15	2
12845	4	5	5	14	2
12852	4	5	5	14	2
12855	1	1	1	3	3
12856	1	1	4	6	3
12860	5	5	5	15	2
12878	3	1	3	7	4
12879	5	5	5	15	2
12882	5	5	5	15	2
12885	5	5	5	15	2
12890	3	1	1	5	4
12891	3	4	3	10	1
12892	4	5	5	14	2
12896	3	1	1	5	4
12899	5	5	4	14	2
12902	5	5	5	15	2
12906	5	5	5	15	2
12907	1	4	3	8	1
12913	5	5	5	15	2
12915	1	1	1	3	3
12916	1	4	4	9	1
12917	5	5	5	15	2
12920	1	1	3	5	3
12924	4	1	1	6	4
12925	3	1	3	7	4
12928	1	1	3	5	3
12934	5	5	5	15	2
12938	5	5	5	15	2
12939	4	1	4	9	4
12946	5	4	1	10	1
12947	5	5	5	15	2
12948	4	4	4	12	2
12949	5	4	4	13	2
12953	4	5	5	14	2
12954	4	5	5	14	2
12959	4	1	3	8	4
12963	5	5	4	14	2
12964	3	4	3	10	1
12965	4	1	1	6	4
12972	5	1	1	7	4
12973	5	1	4	10	4
12977	5	5	4	14	2
12983	4	5	4	13	2
12985	4	4	4	12	2
12986	4	5	4	13	2
12988	3	1	1	5	4
12991	3	5	4	12	1
12993	3	5	5	13	2
12995	1	5	3	9	1
12996	5	5	5	15	2
12999	5	5	5	15	2
13007	5	5	5	15	2
13011	1	4	1	6	1
13012	3	4	3	10	1
13013	5	5	4	14	2
13017	5	4	3	12	2
13018	1	1	3	5	3
13019	3	1	1	5	4
13021	4	1	3	8	4
13023	1	4	4	9	1
13027	1	1	1	3	3
13032	5	5	5	15	2
13034	4	1	1	6	4
13035	4	4	4	12	2
13043	4	4	3	11	1
13049	5	1	3	9	4
13052	5	5	5	15	2
13053	5	5	4	14	2
13063	4	5	5	14	2
13066	5	1	1	7	4
13076	5	5	5	15	2
13078	5	4	5	14	2
13079	3	1	1	5	4
13090	5	1	3	9	4
13093	5	5	5	15	2
13094	5	5	5	15	2
13099	4	5	5	14	2
13101	4	1	1	6	4
13105	1	1	3	5	3
13106	5	4	3	12	2
13113	1	1	4	6	3
13114	5	5	4	14	2
13116	4	5	4	13	2
13117	5	5	4	14	2
13118	3	1	1	5	4
13119	1	1	3	5	3
13126	3	1	3	7	4
13127	5	1	1	7	4
13128	4	5	3	12	1
13129	4	1	1	6	4
13145	3	1	3	7	4
13147	4	1	4	9	4
13148	1	1	1	3	3
13149	3	5	3	11	1
13153	1	1	1	3	3
13156	3	4	3	10	1
13161	4	1	3	8	4
13162	4	1	1	6	4
13163	4	1	3	8	4
13164	4	4	3	11	1
13167	5	5	5	15	2
13168	4	5	3	12	1
13171	3	5	5	13	2
13172	5	5	5	15	2
13173	4	5	4	13	2
13174	1	1	3	5	3
13175	3	1	1	5	4
13177	3	1	1	5	4
13178	3	4	3	10	1
13181	3	1	1	5	4
13182	3	4	4	11	1
13183	5	4	5	14	2
13186	1	1	3	5	3
13190	3	5	5	13	2
13194	1	5	4	10	1
13196	1	5	4	10	1
13206	5	1	3	9	4
13207	1	1	3	5	3
13210	3	4	3	10	1
13211	1	1	3	5	3
13212	1	1	4	6	3
13213	4	5	4	13	2
13222	3	1	3	7	4
13223	3	1	4	8	4
13227	4	5	4	13	2
13235	4	1	1	6	4
13237	1	4	4	9	1
13243	1	1	1	3	3
13245	5	5	5	15	2
13248	5	5	4	14	2
13252	4	1	1	6	4
13253	1	1	1	3	3
13258	1	1	3	5	3
13261	5	5	4	14	2
13264	3	4	3	10	1
13265	3	4	3	10	1
13270	1	1	4	6	3
13274	3	1	1	5	4
13275	5	5	5	15	2
13279	4	1	1	6	4
13288	5	4	3	12	2
13291	1	1	1	3	3
13292	3	1	1	5	4
13297	5	5	4	14	2
13316	4	1	1	6	4
13319	5	5	4	14	2
13323	4	5	5	14	2
13328	5	5	5	15	2
13329	1	1	3	5	3
13332	5	5	5	15	2
13335	5	5	3	13	2
13337	4	4	3	11	1
13338	4	5	5	14	2
13342	3	1	1	5	4
13345	3	5	5	13	2
13346	5	5	4	14	2
13354	3	1	1	5	4
13362	3	4	3	10	1
13363	4	5	5	14	2
13364	3	4	4	11	1
13367	3	1	1	5	4
13368	3	5	5	13	2
13372	5	1	3	9	4
13373	5	5	4	14	2
13374	4	5	3	12	1
13380	4	5	3	12	1
13382	1	1	1	3	3
13384	4	5	5	14	2
13385	5	1	1	7	4
13386	5	5	5	15	2
13387	5	5	5	15	2
13390	4	4	4	12	2
13392	5	5	4	14	2
13393	5	4	4	13	2
13394	5	4	3	12	2
13396	3	4	3	10	1
13403	5	5	5	15	2
13406	4	1	3	8	4
13409	4	1	1	6	4
13410	1	1	1	3	3
13415	4	4	1	9	1
13417	3	4	4	11	1
13423	1	1	3	5	3
13425	5	5	5	15	2
13427	3	4	3	10	1
13429	3	4	4	11	1
13431	4	1	1	6	4
13432	5	4	3	12	2
13435	3	5	5	13	2
13437	5	5	4	14	2
13439	5	5	5	15	2
13441	4	1	1	6	4
13450	3	1	3	7	4
13451	4	4	5	13	2
13453	3	5	5	13	2
13458	1	1	1	3	3
13460	5	5	4	14	2
13461	5	5	4	14	2
13462	1	4	4	9	1
13463	4	5	3	12	1
13468	5	5	4	14	2
13472	5	5	5	15	2
13480	1	1	3	5	3
13487	4	5	5	14	2
13490	3	5	5	13	2
13493	5	5	5	15	2
13496	4	1	1	6	4
13497	5	5	5	15	2
13499	1	1	4	6	3
13500	5	5	5	15	2
13501	3	4	3	10	1
13505	1	1	3	5	3
13506	1	1	3	5	3
13510	5	1	4	10	4
13519	4	5	4	13	2
13520	4	4	5	13	2
13523	1	1	1	3	3
13524	4	4	1	9	1
13527	4	5	5	14	2
13528	1	5	3	9	1
13531	4	5	4	13	2
13533	4	5	4	13	2
13535	5	1	1	7	4
13541	5	5	5	15	2
13543	3	1	4	8	4
13544	4	4	4	12	2
13546	5	4	4	13	2
13549	3	1	3	7	4
13550	3	1	4	8	4
13551	3	4	3	10	1
13556	3	1	1	5	4
13557	3	1	1	5	4
13560	3	4	4	11	1
13562	3	4	4	11	1
13563	5	5	5	15	2
13565	5	5	5	15	2
13567	5	4	4	13	2
13572	5	4	4	13	2
13573	4	1	3	8	4
13574	3	1	3	7	4
13576	3	1	1	5	4
13577	1	4	3	8	1
13582	1	5	5	11	1
13583	5	5	4	14	2
13587	1	1	1	3	3
13588	4	4	5	13	2
13591	4	1	3	8	4
13595	1	1	3	5	3
13603	5	5	5	15	2
13604	3	1	1	5	4
13609	5	5	5	15	2
13619	4	5	4	13	2
13624	5	1	1	7	4
13631	5	4	4	13	2
13636	5	5	4	14	2
13638	5	5	5	15	2
13645	5	4	4	13	2
13652	3	5	3	11	1
13655	1	1	3	5	3
13658	4	5	4	13	2
13666	3	4	4	11	1
13667	1	4	3	8	1
13672	5	1	1	7	4
13676	3	5	5	13	2
13678	3	5	4	12	1
13680	5	5	5	15	2
13685	3	5	3	11	1
13686	3	5	4	12	1
13688	5	5	5	15	2
13694	3	1	3	7	4
13699	1	1	1	3	3
13700	4	4	4	12	2
13701	5	1	1	7	4
13702	4	4	4	12	2
13705	4	5	3	12	1
13708	5	5	5	15	2
13709	5	5	4	14	2
13710	4	5	4	13	2
13716	3	1	3	7	4
13719	3	4	3	10	1
13730	1	1	4	6	3
13731	3	1	3	7	4
13732	3	5	5	13	2
13735	5	1	3	9	4
13736	4	1	4	9	4
